id_siniestro,fecha_ocurrencia,fecha_reporte,ciudad,ramo,cobertura,proveedor,monto_reclamado,score_reglas,score_ml,score_anomalia,score_nlp,score_final,nivel_riesgo,accion_sugerida,reglas_activadas,explicacion,documentos,asegurado,vehiculo,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,similar_claim_id,max_similarity,descripcion,id_proveedor,id_asegurado,proveedor_porcentaje_casos_observados,proveedor_lista_restrictiva,poliza_suma_asegurada,monto_vs_suma_asegurada,etiqueta_fraude_simulada
SIN-00568,2026-04-17,2026-05-13,Manta,Vida,Fallecimiento,PRO-0047 - Taller,48959.93,99,100.0,58.59,90.0,94.31,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0018,,3,362,26,1,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0047,ASE-0018,0.247,False,52100,0.9397299424184261,1
SIN-00285,2026-07-04,2026-07-19,Loja,Hogar,Robo,PRO-0021 - Taller,34694.43,100,100.0,52.77,90.0,94.28,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0247,,364,1,15,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0021,ASE-0247,0.24,False,38857,0.8928746429214813,1
SIN-00921,2026-02-06,2026-02-27,Machala,Salud,Cirugía,PRO-0015 - Proveedor documentos,25460.04,99,98.48,62.02,90.0,94.27,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0065,,364,1,21,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0015,ASE-0065,0.023,False,24001,1.0607908003833173,1
SIN-00244,2026-02-11,2026-03-02,Machala,Vehículos,Choque,PRO-0060 - Taller,45620.5,100,99.09,54.26,90.0,94.2,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 ilegibles, 1 inconsistentes",ASE-0255,,1,364,19,1,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0060,ASE-0255,0.26,False,56189,0.8119115841178879,1
SIN-00715,2026-08-28,2026-09-25,Ambato,Vehículos,Robo parcial,PRO-0022 - Taller,11922.62,100,97.08,59.17,90.0,94.19,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0308,,362,3,28,2,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0022,ASE-0308,0.207,False,15810,0.7541189120809615,1
SIN-00112,2025-08-10,2025-08-20,Guayaquil,Salud,Emergencia,PRO-0070 - Clínica,22353.95,100,99.69,52.41,90.0,94.16,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 3 ilegibles",ASE-0159,,2,363,10,1,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0070,ASE-0159,0.295,True,30476,0.7334935687098044,1
SIN-00393,2025-12-27,2026-01-20,Manta,Vehículos,Daño,PRO-0028 - Taller,13117.88,100,99.05,53.92,90.0,94.15,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 2 ilegibles",ASE-0120,VEH-0013,3,362,24,1,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0028,ASE-0120,0.213,False,16034,0.8181289759261569,1
SIN-00675,2025-10-12,2025-10-26,Loja,Vehículos,Robo parcial,PRO-0007 - Asistencia,17354.9,100,98.9,53.99,90.0,94.12,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0104,,2,363,14,1,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0007,ASE-0104,0.268,False,17567,0.9879262253088178,1
SIN-00064,2027-02-24,2027-03-05,Manta,Vehículos,Daño,PRO-0032 - Asistencia,35365.2,100,100.0,51.21,90.0,94.12,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles",ASE-0019,VEH-0072,358,7,9,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0032,ASE-0019,0.282,False,44063,0.8026053605065474,1
SIN-00797,2027-03-16,2027-04-11,Guayaquil,Generales,Daño,PRO-0060 - Taller,27564.38,100,98.99,53.76,90.0,94.12,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0110,,358,7,26,1,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0060,ASE-0110,0.26,False,30139,0.9145751352068748,1
SIN-00365,2026-12-16,2027-01-04,Ambato,Vehículos,Daño,PRO-0023 - Clínica,47460.6,100,100.0,51.22,90.0,94.12,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Evento nocturno sin tercero identificado. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,Documentos completos,ASE-0280,,358,7,19,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0023,ASE-0280,0.195,False,57029,0.8322186957512844,1
SIN-00293,2025-06-01,2025-06-18,Quito,Vehículos,Daño,PRO-0056 - Taller,16748.42,100,99.01,53.45,90.0,94.1,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"3 faltantes, 3 ilegibles",ASE-0327,,2,363,17,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0056,ASE-0327,0.1,False,17002,0.9850852840842252,1
SIN-00769,2025-10-18,2025-11-11,Quito,Vehículos,Daño,PRO-0056 - Taller,8702.67,100,99.29,51.99,90.0,94.02,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 2 ilegibles",ASE-0268,,1,364,24,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0056,ASE-0268,0.1,False,10107,0.8610537251409914,1
SIN-00477,2026-11-03,2026-11-17,Guayaquil,Hogar,Robo,PRO-0009 - Taller,52236.07,100,100.0,50.13,90.0,94.01,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R003_DEMORA_ROBO: Demora en robo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Robo reportado con demora atipica. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 3 ilegibles",ASE-0174,,358,7,14,1,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0009,ASE-0174,0.284,False,65355,0.7992666207635223,1
SIN-00500,2025-08-29,2025-09-12,Guayaquil,Generales,Daño,PRO-0035 - Clínica,11175.89,100,98.39,53.69,90.0,93.97,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles, 1 inconsistentes",ASE-0271,,3,362,14,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0035,ASE-0271,0.184,False,11599,0.9635218553323562,1
SIN-00981,2026-07-06,2026-08-05,Ambato,Vida,Fallecimiento,PRO-0013 - Perito,36328.25,100,99.31,51.36,90.0,93.96,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00003 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 2 ilegibles",ASE-0280,,362,3,30,0,SIN-00003,1.0,Robo ocurrido cerca del inicio de vigencia con denuncia tardía.,PRO-0013,ASE-0280,0.291,True,58174,0.6244757107986386,1
SIN-00264,2027-01-10,2027-01-25,Quito,Vehículos,Daño,PRO-0042 - Asistencia,32842.72,100,99.66,49.77,90.0,93.89,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R005_FRECUENCIA_VEHICULO: Frecuencia del vehiculo; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R010_TERCERO_NO_IDENTIFICADO: Tercero no identificado; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico; R013_PROVEEDOR_OBSERVADO: Proveedor en lista simulada,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El vehiculo aparece en multiples reclamos. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. No consta tercero identificado en un caso vehicular. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El proveedor aparece en lista restrictiva simulada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0118,VEH-0035,364,1,15,0,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0042,ASE-0118,0.301,True,43629,0.7527726970592955,1
SIN-00379,2026-01-23,2026-02-13,Ambato,Salud,Emergencia,PRO-0065 - Taller,39421.98,100,100.0,48.87,90.0,93.89,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R006_PROVEEDOR_RECURRENTE: Proveedor recurrente; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. El proveedor concentra reclamos o casos observados. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 ilegibles,ASE-0207,,1,364,21,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0065,ASE-0207,0.257,False,37139,1.0614712297046232,1
SIN-00823,2026-04-10,2026-04-27,Guayaquil,Salud,Cirugía,PRO-0027 - Perito,29310.6,99,99.74,55.08,90.0,93.89,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00025 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"2 faltantes, 4 ilegibles, 1 inconsistentes",ASE-0226,,364,1,17,0,SIN-00025,1.0,Evento reportado con tercero no identificado y documentos pendientes.,PRO-0027,ASE-0226,0.221,False,30821,0.9509944518347879,1
SIN-00506,2025-01-09,2025-01-28,Loja,Vehículos,Choque,PRO-0079 - Taller,25657.34,99,100.0,54.32,90.0,93.88,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,"1 faltantes, 1 ilegibles, 1 inconsistentes",ASE-0101,,3,362,19,0,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0079,ASE-0101,0.17,False,27339,0.938488606020703,1
SIN-00053,2025-06-11,2025-06-25,Ambato,Generales,Responsabilidad civil,PRO-0048 - Clínica,31053.19,100,99.42,50.06,90.0,93.86,Rojo,Priorizar revision documental y analisis antifraude humano,R001_BORDE_VIGENCIA: Evento cerca de vigencia; R002_REPORTE_TARDIO: Reporte tardio; R007_DOCUMENTOS_INCOMPLETOS: Documentos incompletos; R008_DOCUMENTOS_INCONSISTENTES: Documentos inconsistentes; R009_DINAMICA_SOSPECHOSA: Dinamica a validar; R011_NARRATIVA_SIMILAR: Narrativa similar; R012_MONTO_ATIPICO: Monto atipico,El caso queda en nivel Rojo con score 94. Ocurrio muy cerca del inicio o fin de poliza. Existe demora relevante entre ocurrencia y reporte. Faltan documentos para completar validacion. Hay documentos ilegibles o inconsistentes. Evento nocturno sin tercero identificado. La descripcion es muy similar a otro reclamo. El monto reclamado es alto frente a la suma asegurada. El modelo supervisado tambien asigna una probabilidad sintetica elevada de prioridad. Narrativa comparable con SIN-00002 (100%). No es una acusacion de fraude; es una alerta para revision humana especializada.,1 inconsistentes,ASE-0193,,1,364,14,1,SIN-00002,1.0,Daño reportado con narrativa similar a otros reclamos revisados.,PRO-0048,ASE-0193,0.246,False,35425,0.87658969654199,1
